additions,assignees,AssignmentId,c_num,changed_files,CI_latency,CI_result,closer,collaborator_status,comments,commits,commits_on_files_touched,contributors_url,cores,deletions,experience,F_API_merged,F_Q1_core_s,F_Q1_other_s,F_Q1_support,F_Q2_a_core,F_Q2_a_other,F_Q2_alternate,F_Q3_dis_s,F_Q3_dis_s_bug,F_Q3_dis_s_constc,F_Q3_dis_s_improve,F_Q4_dis_p,F_Q4_dis_p_nf,F_Q4_dis_p_nv,F_Q5_implemented,F_Q5_merged,first_response,forks,HIT_ID,is_org,lables,mergeable_state,merged,milestones,num_comments,num_commits,open_issues,p_num,P1_Submitter,P2_Cores,P3_External,participants,perc_external_contribs,pr_link,prev_pullreqs,project_maturity,Q1_Support?,Q2_Alternate S?,Q3_Dis_Solution?,Q4_Dis_Problem?,Q5_Outcome?,requester_succ_rate,sloc,social_distance,src_churn,stars,submitter,submitter_status,team_size,watchers,WorkerId
152,0,3TXD01ZLD558U6G6CBSYGFE498PU4A,18,35,,0,jdfreder,TRUE,18,10,234,https://github.com/ipython/ipywidgets/graphs/contributors,"jdfreder, SylvainCorlay, minrk",200,1206,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,7,165,1352,0,1,unknown,TRUE,1,18,10,88,4,SylvainCorlay,"willingc, takluyver, ssunkara1, rgbkrk, jasongrout, gnestor, Carreau, minrk, jdfreder, SylvainCorlay, ivanov, ellisonbg, grelston, fperez, jhpedemonte",blink1073,4,0.14,https://github.com/ipython/ipywidgets/pull/312,93,165,"Y,core","Y,others",N,N,YY,0.88,481,0,352,424,SylvainCorlay,1,4,424,ABFSVRWVFHZ6P
40,0,3S96KQ6I9NS6UPKA5H3HENM72KYTD5,19,2,632,0,GuillaumeGomez,FALSE,19,2,3,https://github.com/gtk-rs/gtk/graphs/contributors,"GuillaumeGomez, gkoz, jeremyletang",5,1418,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,134,47,1353,0,0,unknown,TRUE,0,19,2,41,3,rnestler,"GuillaumeGomez, gkoz, jeremyletang",rnestler,3,0.14,https://github.com/gtk-rs/gtk/pull/218,1,47,"Y,core",N,N,N,YY,1,1147,0,45,365,rnestler,0,2,365,ABFSVRWVFHZ6P
54,1,3HYA4D452S798A4TD8EB10G3FA62FL,19,2,1399,0,k8s-merge-robot,FALSE,19,1,3,https://github.com/kubernetes/kubernetes/graphs/contributors,"k8s-merge-robot, brendandburns, lavalamp",10,1849,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6026,1360,0,4,unknown,TRUE,0,19,1,5271,3,danielschonfeld,"thockin, justinsb, bprashanth, zmerlynn, smarterclayton, vmarmol, wojtek-t, lavalamp, erictune, eparis, k8s-merge-robot, piosz, jlowdermilk, satnam6502, saad-ali, dchen1107, deads2k, roberthbailey, vishh, jbeda, bgrant0607, caesarxuchao, yujuhong, mikedanese, nikhiljindal, gmarek, a-robinson, sttts, brendandburns, derekwaynecarr","danielschonfeld, k8s-bot, k8s-teamcity-mesosphere, googlebot",7,0.7,https://github.com/kubernetes/kubernetes/pull/19337,2,6026,"Y,core",N,N,N,YY,0.5,50350,0,64,18361,danielschonfeld,0,71,18361,ABFSVRWVFHZ6P
306,0,31QTRG6Q2U1B08MUKWHBMYVCXRUPYR,19,9,201,0,chebee7i,FALSE,19,1,5,https://github.com/networkx/networkx/graphs/contributors,"hagberg, dschult, chebee7i",0,449,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1069,781,1362,0,2,unknown,TRUE,1,19,1,298,4,nishnik,"SanketDG, jfinkels, Scinawa, k-karakatsanis, hagberg, jtorrents, ysitu, loicseguin, dschult, thegreathippo, chebee7i, thenovices",OrkoHunter,7,0.55,https://github.com/networkx/networkx/pull/1915,2,781,"Y,core",N,N,N,YY,0.5,3186,0,306,2490,nishnik,0,5,2490,ABFSVRWVFHZ6P
5029,1,3634BBTX0PIDJVIV2BZ3OGNJ3DCIFW,19,20,106,0,openshift-bot,TRUE,19,1,16,https://github.com/openshift/origin/graphs/contributors,"openshift-bot, smarterclayton, deads2k",2461,1414,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,334,1337,1365,0,0,unknown,TRUE,0,19,1,1152,3,jwforres,"ncdc, danwinship, bparees, deads2k, openshift-bot, rajatchopra, jwforres, smarterclayton, pravisankar, danmcp, dcbw, mfojtik, liggitt",openshift-bot,3,0.07,https://github.com/openshift/origin/pull/6596,123,1338,"Y,core",N,N,N,YY,0.96,15488,0,7490,1999,jwforres,0,31,1999,ABFSVRWVFHZ6P
2221,0,3OCHAWUVGP8LPCZ428Q1732411UXK8,19,1997,,1,johngian,TRUE,19,7,173,https://github.com/mozilla/mozillians/graphs/contributors,"glogiotatidis, johngian, Sancus",16807,1679,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1026,292,1371,0,0,unknown,TRUE,0,19,7,25,3,johngian,"Sancus, johngian, ozten, tallowen, comzeradd, readevalprint, hoosteeno, davedash, tofumatt, aakashhdesai, alexgibson, dpoirier, akatsoulas, glogiotatidisSancus, johngian, ozten, tallowen, comzeradd, readevalprint, hoosteeno, davedash, tofumatt, aakashhdesai, alexgibson, dpoirier, akatsoulas, glogiotatidis",safwanrahman,3,0.18,https://github.com/mozilla/mozillians/pull/1288,116,292,N,"Y,core",N,N,YY,0.9,1396,0,19028,180,johngian,0,2,180,ABFSVRWVFHZ6P
200,1,3IOEN3P9S8760WTMTBBT2BTKTRY61J,20,9,1186,0,michaelshobbs,TRUE,20,1,23,https://github.com/dokku/dokku/graphs/contributors,"josegonzalez, michaelshobbs, progrium",2,960,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,9,1108,1379,0,1,unknown,TRUE,1,20,1,40,3,michaelshobbs,"josegonzalez, michaelshobbs, progrium, alessio, plietar",{},3,0.2,https://github.com/dokku/dokku/pull/1836,159,1108,N,"Y,core",N,"Y,others",YY,0.96,376,0,202,12606,michaelshobbs,1,2,12606,A2958TQAW43MP6
1675,0,3K2755HG5TRWBK29AXYSXJ7686IFDY,20,20,79,0,pdpinch,FALSE,20,1,25,https://github.com/edx/edx-platform/graphs/contributors,"cpennington, cahrens, chrisndodge",108,1595,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1697,1383,0,2,unknown,TRUE,0,20,1,152,5,giocalitri,"cpennington, cahrens, chrisndodge","edx-webhook, giocalitri, nedbat",5,0.28,https://github.com/edx/edx-platform/pull/11166,10,1697,"Y,core","Y,core","Y,bug","Y,others",YY,1,33626,0,1783,2855,giocalitri,0,44,2855,A1M6A01CROTF3K
791,1,3IAS3U3I0G4JVTSD86SFIAPHZY62B0,20,49,,1,304NotModified,TRUE,20,44,153,https://github.com/NLog/NLog/graphs/contributors,"jkowalski, 304NotModified, Xharze",277,801,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,107,689,1384,0,5,unknown,TRUE,1,20,44,222,3,304NotModified,"jkowalski, 304NotModified, Xharze, bhaeussermann, kevindaub",codecov-io,4,0.2,https://github.com/NLog/NLog/pull/1143,142,689,N,"Y,core",N,"Y, no value|Y,others",YY,0.82,4126,0,1068,1968,304NotModified,1,2,1968,A2958TQAW43MP6
107,0,3KKG4CDWKJMAAES3E0X7KJRPV1294A,20,2,1161,0,michaelshobbs,FALSE,20,1,2,https://github.com/dokku/dokku/graphs/contributors,"josegonzalez, michaelshobbs, progrium",115,309,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,53,1108,1385,0,1,unknown,TRUE,0,20,1,40,3,u2mejc,"u2mejc, asm89, plietar, progrium, josegonzalez, xadh00m, michaelshobbs",{},3,0.2,https://github.com/dokku/dokku/pull/1848,10,1108,N,"Y,core",N,N,YY,0.9,376,0,222,12606,u2mejc,1,2,12606,ABFSVRWVFHZ6P
1410,0,3GS6S824SRL78IFHPGMVXC50KIMNWB,21,35,,1,kring,TRUE,21,15,54,https://github.com/TerriaJS/terriajs/graphs/contributors,"kring, RacingTadpole, chloeleichen",550,1642,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1114,73,1388,0,0,unknown,TRUE,0,21,15,257,3,AlexGilleran,"steve9164, chloeleichen, sppigot, kgrochow, AlexGilleran, stevage, meh9, rdengate, kring, RacingTadpole",{},3,0.02,https://github.com/TerriaJS/terriajs/pull/1213,5,73,N,"Y,core","Y,bug|Y,improve",N,YY,1,2749,0,1960,147,AlexGilleran,1,7,147,ABFSVRWVFHZ6P
156,0,3MAOD8E57RYMXIK7ZLIHZVJ8V7CNX2,21,10,,1,boegel,TRUE,21,17,0,https://github.com/hpcugent/easybuild-easyconfigs/graphs/contributors,"boegel, wpoely86, fgeorgatos",86,1260,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,312,191,1392,0,0,unknown,TRUE,1,21,17,473,3,nathanhaigh,"itkovian, SimonPinches, ocaisa, pescobar, gjbex, JensTimmerman, verdurin, gribozavr, tovrstra, georgets, jas02, RvDijk, stdweird, besserox, npklein, tloizou, hajgato, gppezzi, wpoely86, rjeschmi, boegel, FokkeDijkstra, nathanhaigh, nudded, fgeorgatos, wdpypere",hpcugentbot,3,0.04,https://github.com/hpcugent/easybuild-easyconfigs/pull/2267,14,191,N,"Y,core","Y,improve",N,YY,0.93,28,0,242,55,nathanhaigh,0,8,55,ABFSVRWVFHZ6P
99,1,3CP1TO84PUPH6DB47W12FOPPPPF527,21,1,647,0,bors-servo,FALSE,21,1,8,https://github.com/servo/servo/graphs/contributors,"Ms2ger, bors-servo, pcwalton",98,571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,1393,0,1,unknown,TRUE,0,21,1,1865,3,nikkisquared,"brson, metajack, kmcallister, jgraham, glennw, Manishearth, SimonSapin, jdm, mbrubeck, larsbergstrom, pcwalton, Ms2ger, zmike, mrobinson, saneyuki","nikkisquared, bors-servo, KiChjang, highfive",6,1.29,https://github.com/servo/servo/pull/9172,5,1347,N,N,N,N,YY,1,0,0,197,8245,nikkisquared,0,22,8245,ABFSVRWVFHZ6P
119,0,3E1QT0TDFQX44G88UXTXEO6XD86I8H,21,11,152,1,gribozavr,FALSE,21,1,28,https://github.com/Apple/swift/graphs/contributors,"lattner, gribozavr, DougGregor",3,1525,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1334,5048,1395,0,0,unknown,TRUE,0,21,1,115,5,hpux735,"lattner, gribozavr, DougGregor,jckarter,","MacMeDan, modocache, jrose-apple",5,0.19,https://github.com/Apple/swift/pull/901,2,5048,"Y,core|Y,others",N,N,N,YY,1,37384,0,122,35125,hpux735,0,34,35125,A1PQ56YTJSJN8B
0,1,3P1L2B7AD2D9F93UMHF63QOQE04OLD,21,0,1209,0,blasten,FALSE,21,0,5,https://github.com/PolymerElements/iron-list/graphs/contributors,"blasten, tedium-bot",0,828,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,484,64,1396,0,3,unknown,TRUE,0,21,0,59,4,jshcrowthe,"rictic, frankiefu, notwaldorf, cdata, azakus, blasten, kevinpschaaf, garlicnation","jshcrowthe, Westbrook, MeTaNoV, googlebot, guirenard",7,1.24,https://github.com/PolymerElements/iron-list/pull/168,1,64,"Y,core|Y,others","Y,others",N,N,YY,1,669,1,0,112,jshcrowthe,0,1,112,ABFSVRWVFHZ6P
93,0,35DR22AR5E8FTERXH2Y2QHL1OFRX3C,21,4,,0,oleg-nenashev,FALSE,21,8,0,https://github.com/jenkinsci/cloudbees-folder-plugin/graphs/contributors,"jglick, stephenc",1,1125,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,42,1397,0,0,unknown,TRUE,0,21,8,8,8,oleg-nenashev,"jglick, stephenc, kohsuke","rsandell, reviewbybees, Vlatombe, jtnord, jenkinsadmin",8,0.15,https://github.com/jenkinsci/cloudbees-folder-plugin/pull/32,2,42,"Y,others","Y,core",N,"Y, no value",YY,1,240,0,94,18,oleg-nenashev,1,2,18,A2958TQAW43MP6
449,0,3YW4XOSQKR9R27JNPT9WIH71YCE1UG,21,15,,0,DeepDiver1975,TRUE,21,4,32,https://github.com/owncloud/core/graphs/contributors,"DeepDiver1975, icewind1991, PVince81",186,2552,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,2,1594,1398,0,2,unknown,TRUE,1,21,4,1745,4,rullzer,"samtuke, SergioBertolinSG, butonic, LukasReschke, PVince81, bantu, Xenopathic, rullzer, FlorinPeter, MorrisJobke, schiessle, bartv2, BernhardPosselt, jancborchardt, Kondou-ger, ChristophWurst, tomneedham, eMerzh, VicDeo, tanghus, icewind1991, blizzz, georgehrke, DeepDiver1975, nickvergessen",{},6,0.04,https://github.com/owncloud/core/pull/21552,231,1594,"Y,core","Y,core","Y,inconsistency",N,YY,0.79,14669,0,635,4937,rullzer,0,17,4937,ABFSVRWVFHZ6P
381,1,3H8DHMCCWAZ7R6UNB8PPDWZBG2JDKI,21,17,1333,0,openshift-bot,TRUE,21,1,57,https://github.com/openshift/origin/graphs/contributors,"openshift-bot, smarterclayton, deads2k",140,631,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1249,1337,1399,0,0,unknown,TRUE,0,21,1,1152,3,stevekuznetsov,"openshift-bot, smarterclayton, deads2k, bparees, mfojtik",openshift-bot,6,0.07,https://github.com/openshift/origin/pull/6591,127,1338,N,"Y,core",N,N,YN,0.69,15488,0,521,1999,stevekuznetsov,0,31,1999,A1M6A01CROTF3K
159,0,3G2UL9A02E2KBI8OIRS23LKYYE776W,21,8,,0,jpsim,FALSE,21,12,6,https://github.com/Realm/SwiftLint/graphs/contributors,"jpsim, scottrhoyt, norio-nomura",23,1677,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,50,364,1401,0,0,unknown,TRUE,0,21,12,151,5,marcelofabri,"keith, scottrhoyt, norio-nomura, jpsim","marcelofabri, codecov-io",5,0.22,https://github.com/Realm/SwiftLint/pull/330,3,364,"Y,core","Y,core",N,N,YY,1,371,1,182,5043,marcelofabri,0,2,5043,ABFSVRWVFHZ6P
890,0,39O5D9O87UGRQGG2Q62FC40SO8I3CK,21,15,402,0,cyli,TRUE,21,1,94,https://github.com/docker/notary/graphs/contributors,"cyli, endophage, diogomonica",46,1301,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,11,114,1404,0,2,unknown,TRUE,1,21,1,119,4,riyazdf,"RichardScothern, HuKeping, diogomonica, NathanMcCauley, davidwilliamson, SvenDowideit, cyli, dmcgowan, endophage, avaid96, riyazdf, aaronlehmann",GordonTheTurtle,6,0.05,https://github.com/docker/notary/pull/440,8,114,"Y,core","Y,core",N,N,YY,1,1725,0,936,739,riyazdf,0,5,739,ABFSVRWVFHZ6P
276,0,3S4AW7T80C65BGTC3X0XPSIKSP64LA,21,9,395,0,cesarbs,TRUE,21,1,1,https://github.com/aspnet/KestrelHttpServer/graphs/contributors,"halter73, benaadams, cesarbs",4,1637,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,52,259,1406,0,1,unknown,TRUE,0,21,1,63,5,cesarbs,"halter73, benaadams, cesarbs","halter73, benaadams",6,0.4,https://github.com/aspnet/KestrelHttpServer/pull/573,12,259,N,"Y,core","Y,inconsistency","Y,others",YN,0.5,1538,0,280,1211,cesarbs,1,4,1211,A1M6A01CROTF3K
1483,0,3L6L49WXW1LR9RQRBAKQ83MN6Z254J,22,45,,1,ZappoMan,TRUE,22,56,87,https://github.com/highfidelity/hifi/graphs/contributors,"birarda, ZappoMan, Atlante45",801,1225,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,133,259,1410,0,2,unknown,TRUE,0,22,56,55,6,samcake,"birarda, ZappoMan, Atlante45, ey6es","RyanDowne, PhilipRosedale, hifi-gustavo, OmegaHeron",7,0.02,https://github.com/highfidelity/hifi/pull/6766,200,259,N,"Y,core",N,,YY,0.96,20770,0,2284,452,samcake,0,18,452,A1M6A01CROTF3K
244,1,3S96KQ6I9NS6UPKA5H3HENM7ZBETD0,22,13,,0,sivel,TRUE,22,15,19,https://github.com/ansible/ansible/graphs/contributors,"mpdehaan, jimi-c, bcoca",31,2586,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6026,1417,0,1,unknown,TRUE,1,22,15,1594,7,sivel,"mpdehaan, jimi-c, bcoca, abadger, jctanner, sivel, dhozac, privateip","cygnetix, tom025",7,0.19,https://github.com/ansible/ansible/pull/13771,150,6027,"Y,core|Y,others",N,"Y,improve",N,YY,0.84,3751,0,275,19704,sivel,1,15,19704,A1WSTW4R68I8KI
680,0,3X31TUMD7YAOJHWTGFHVRUBHJLJL10,22,15,,0,thomasflynn,TRUE,22,5,38,https://github.com/samsung/GearVRf/graphs/contributors,"liaxim, thomasflynn, NolaDonato",3,181,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,59,162,1418,0,0,unknown,TRUE,0,22,5,76,4,danke-sra,"liaxim, thomasflynn, NolaDonato","danke-sra, rahul27, thomasflynn, thomasflynn",4,0.23,https://github.com/samsung/GearVRf/pull/371,19,163,"Y,core","Y,core|Y,others","Y,improve","Y,not fit.",YY,0.84,10920,0,683,246,danke-sra,0,4,246,A2958TQAW43MP6
3,0,3IRIK4HM3B8QNZ3K980DJ7CBXA8C66,23,2,1242,0,joshcooper,FALSE,23,1,2,https://github.com/puppetlabs/puppet/graphs/contributors,"lak, hlindberg, joshcooper",3,2591,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,92,1742,1424,0,0,unknown,TRUE,0,23,1,61,5,branan,"vrthra, MikaelSmith, cprice404, justinstoller, joshcooper, ferventcoder, thallgren, HAIL9000, adrienthebo, pcarlisle, haus, jpartlow, whopper, johnduarte, slippycheeze, Iristyle, gguillotte, stschulte, nfagerlund, hlindberg, MosesMendoza, scotje, jeffmccune, nicklewis, zaphod42, peterhuene","branan, Sharpie",6,0.21,https://github.com/puppetlabs/puppet/pull/4550,25,1742,N,"Y,core","Y,improve",N,YY,0.52,11041,0,6,4239,branan,1,14,4239,ABFSVRWVFHZ6P
424,0,3IUZPWIU1PV60CUES3UF5KOWPTZKWW,23,21,,0,rlgomes,FALSE,23,6,29,https://github.com/juttle/juttle/graphs/contributors,"dmajda, demmer",19,2360,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,866,14,1426,0,0,unknown,TRUE,0,23,6,108,4,rlgomes,"dmajda, demmer","bkutil, go-oleg, davidvgalbraith, rlgomes, dmehra, henridf, VladVega",4,0.32,https://github.com/juttle/juttle/pull/126,10,14,"Y,core","Y,core",N,N,YY,0.9,1487,0,443,212,rlgomes,0,2,212,A3LGJHPZCD8PQA
429,0,3KIBXJ1WD6IYV3LC1H35OQBANMVKO6,23,12,,1,apc999,TRUE,23,15,41,https://github.com/amplab/tachyon/graphs/contributors,"calvinjia, apc999, haoyuan",246,1432,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,237,1229,1429,0,0,unknown,TRUE,0,23,15,23,6,apc999,"ifcharming, peisun1115, haoyuan, apc999, yupeng9, aaudiber, jsimsa, gpang, calvinjia",AmplabJenkins,6,0.07,https://github.com/amplab/tachyon/pull/2418,146,1229,"Y,core","Y,core",N,N,YY,0.93,5125,0,675,2719,apc999,0,23,2719,ABFSVRWVFHZ6P
459,0,3AWETUDC93GJOC9V3NTAR832H0GZIF,23,12,435,0,mythmon,TRUE,23,2,36,https://github.com/mozilla/kitsune/graphs/contributors,"rlr, mythmon, rehandalal",34,650,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,701,367,1431,0,0,unknown,TRUE,0,23,2,1,5,safwanrahman,"willkg, Osmose, mythmon, glogiotatidis, dean, rlr, rehandalal","safwanrahman, brittanystoroz",5,0.07,https://github.com/mozilla/kitsune/pull/2766,42,367,N,"Y,core","Y,improve",N,YY,0.6,4615,0,493,363,safwanrahman,0,5,363,ABFSVRWVFHZ6P
2449,0,3DI28L7YXB2ADBM1ZTUREZLYC0U1EX,23,39,,0,cartermp,TRUE,23,5,7,https://github.com/dotnet/core-docs/graphs/contributors,"stevehoag, dend, blackdwarf",1,1874,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,569,407,1432,0,1,unknown,TRUE,0,23,5,208,6,BillWagner,"qinezh, dend, kempb, bleroy, BillWagner, rpetrusha, ghogen, matthewreily, mairaw, cartermp, DuncanmaMSFT, chenkennt, tdykstra, BethMassi, bradygaster, stevehoag, blackdwarf, richlander",Maxwe11,6,1.13,https://github.com/dotnet/core-docs/pull/205,4,407,"Y,core|Y,others","Y,core",N,N,YY,1,14,0,2450,267,BillWagner,0,4,267,ABFSVRWVFHZ6P
114,1,3FPRZHYEPZVNPPM2HNXK2WOH9GGV3V,23,2,135,0,alex-mohr,TRUE,23,1,14,https://github.com/kubernetes/kubernetes/graphs/contributors,"k8s-merge-robot, brendandburns, lavalamp",15,539,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,6026,1433,0,3,unknown,TRUE,0,23,1,5271,8,deads2k,"thockin, justinsb, bprashanth, zmerlynn, smarterclayton, vmarmol, wojtek-t, lavalamp, erictune, eparis, k8s-merge-robot, piosz, jlowdermilk, satnam6502, saad-ali, dchen1107, deads2k, roberthbailey, vishh, jbeda, bgrant0607, caesarxuchao, yujuhong, mikedanese, nikhiljindal, gmarek, a-robinson, sttts, brendandburns, derekwaynecarr, alex-mohr","csrwng, k8s-bot, k8s-teamcity-mesosphere, googlebot",11,0.73,https://github.com/kubernetes/kubernetes/pull/19481,152,6026,"Y,core",N,N,N,YY,0.82,50350,0,129,18361,deads2k,0,70,18361,ABFSVRWVFHZ6P
192,0,3IKZ72A5B545XWTMZRCVTOJ0PGTFN4,23,4,,0,takluyver,FALSE,23,20,4,https://github.com/jupyter/nbconvert/graphs/contributors,"minrk, jdfreder, Carreau",9,1001,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,242,111,1434,0,0,unknown,TRUE,1,23,20,100,4,tritemio,"ellisonbg, amueller, Carreau, jdfreder, willingc, takluyver, jakevdp, minrk, jhamrick, michaelpacer, ivanov, fperez",tritemio,5,1.33,https://github.com/jupyter/nbconvert/pull/191,3,111,"Y,core","Y,core",N,N,YY,1,529,0,201,124,tritemio,0,3,124,ABFSVRWVFHZ6P
417,1,3Z2R0DQ0JI2H2W4XIXU5JIV22BTE2I,23,19,,0,jykae,TRUE,23,106,10,https://github.com/apinf/api-umbrella-dashboard/graphs/contributors,"brylie, nnn, frenchbread",6,1250,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1192,13,1435,0,0,unknown,TRUE,0,23,106,380,3,frenchbread,"brylie, nnn, frenchbread, jykae","nnn, jykae",3,0.03,https://github.com/apinf/api-umbrella-dashboard/pull/757,51,13,"Y,core",N,"Y,bug",N,YY,0.9,772,1,423,22,frenchbread,1,4,22,A15UL2ZJDWDN7H
345,1,3TUI152ZZCBZAEC68KPR8GABSZBQ1E,25,3,586,0,k8s-merge-robot,TRUE,25,2,0,https://github.com/kubernetes/kubernetes/graphs/contributors,"k8s-merge-robot, brendandburns, lavalamp",5,2379,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,6,6026,1452,0,5,unknown,TRUE,1,25,2,5271,6,justinsb,"k8s-merge-robot, brendandburns, lavalamp, caesarxuchao, justinsb, derekwaynecarr, mikedanese, gmarek, deads2k","jtblin, k8s-teamcity-mesosphere",9,0.7,https://github.com/kubernetes/kubernetes/pull/19335,237,6026,"Y,core","Y,core","Y,improve",N,YY,0.84,50350,0,350,18361,justinsb,0,71,18361,A2958TQAW43MP6
0,1,3TS1AR6UQR2GUB1ZJKV6XRXBRMZ7F6,25,0,,1,rultor,FALSE,25,0,0,https://github.com/jcabi/jcabi-http/graphs/contributors,"yegor256, carlosmiranda",0,777,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,36,1456,0,1,unknown,TRUE,0,25,0,26,6,piddubnyi,"yegor256, carlosmiranda","dmarkov, pinaf, cvrebert, rultor",6,0.13,https://github.com/jcabi/jcabi-http/pull/118,1,36,N,N,"Y,improve",N,YY,1,387,0,0,80,piddubnyi,0,1,80,ABFSVRWVFHZ6P
5,0,30MVJZJNHN10DWBOH7KBQLG8AYG9JM,27,1,,0,thibaudgg,FALSE,27,1,0,https://github.com/guard/guard/graphs/contributors,"netzpirat, e2, rymai",5,1247,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,275,432,10002,0,0,unknown,TRUE,0,27,1,42,6,sunaku,"netzpirat, e2, rymai","flori, kierzniak",6,0.61,https://github.com/guard/guard/pull/156,1,432,"Y,core","Y,core|Y,others","Y,improve|Y,inconsistency","Y,not fit.",YY,1,375,0,10,5146,sunaku,0,1,5146,A2958TQAW43MP6
978,0,3R6P78PK7LZ969U1774PK8P5HQWTGT,10,60,,1,randx,TRUE,10,28,42,https://github.com/gitlabhq/gitlabhq/graphs/contributors,"randx, tsigo, DouweM",224,739,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,5090,10005,0,0,unknown,TRUE,1,10,28,0,3,Andrew8xx8,"maxlazio, jacobvosmaer, stanhu, rymai, Razer6, tmaczukin, vsizov, tsigo, NARKOZ, DouweM, riyad, jvanbaarsen, dosire, axilleas, randx","Andrew8xx8, coveralls",5,0.19,https://github.com/gitlabhq/gitlabhq/pull/3351,14,5089,"Y,core",N,N,N,YY,0.86,8745,0,1202,18653,Andrew8xx8,0,12,18653,ABFSVRWVFHZ6P
36,0,382M9COHEI3QM8DZ1H4BP1QUL74UEI,31,6,,0,seanlinsley,FALSE,31,2,3,https://github.com/gregbell/active_admin/graphs/contributors,"seanlinsley, gregbell, timoschilling",57,275,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,251,2547,10016,0,0,unknown,TRUE,0,31,2,233,10,tinynumbers,"macfanatic, pcreux, mattvague, jpmckinney, jancel, timoschilling, gregbell, seanlinsley","tinynumbers, brodock, ncimino, mindhalt, socjopata, mwlang, smidwap",10,0.78,https://github.com/gregbell/active_admin/pull/1952,5,2547,"Y,core|Y,others",N,"Y,inconsistency",N,YY,0.6,846,0,93,6946,tinynumbers,0,3,6946,ABFSVRWVFHZ6P
761,0,3WAKVUDHUX45DTYPE9Q5JRYDWN97UL,12,10,,0,jonludlam,FALSE,10,6,0,https://github.com/xapi-project/xen-api/graphs/contributors,"johnelse, robhoes, jonludlam, simonjbeaumont, jonathanknowles, zli, rokstrnisa, thomassa",0,153,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,476,159,10018,0,0,unknown,TRUE,0,10,6,27,6,grantmcwilliams,"johnelse, robhoes, jonludlam, simonjbeaumont, jonathanknowles, zli, rokstrnisa, thomassa","xen-git, jonludlam, robhoes",6,0.1,https://github.com/xapi-project/xen-api/pull/957,1,159,"Y,others","Y,others",N,"Y, no value",YY,1,7011,0,761,222,grantmcwilliams,0,7,222,A1M6A01CROTF3K
0,0,39O5D9O87UGRQGG2Q62FC40SOCIC31,14,0,,0,zzamboni,FALSE,14,0,0,https://github.com/cfengine/design-center/graphs/contributors,"tzz, zzamboni, nickanderson",0,94,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,132,73,10019,0,0,unknown,TRUE,0,14,0,48,3,neilhwatson,"phnakarin, tzz, atsaloli, estenberg, nickanderson, zzamboni",neilhwatson,3,0.36,https://github.com/cfengine/design-center/pull/14,1,73,"Y,core","Y,core",N,N,YY,1,288,0,0,79,neilhwatson,0,2,79,ABFSVRWVFHZ6P
